Lokasi,Tren,Tanggal Listing,Harga,Harga Asli,Omset 30 Hari,Rata-rata Omset per bulan,Omset Total,Penjualan 30 Hari,Rata-rata Penjualan per bulan,Penjualan Total,Jumlah Stok,Nilai Stok,Rating,Jumlah Ulasan,Wishlist,Category,Harga_encoded,Rata-rata Penjualan per bulan_outlier_flag,Rata-rata Omset per bulan_outlier_flag,Nilai Stok_outlier_flag
Kab. Bogor,66.0,2017-11-05,35900,39000,21216900,7205750,594216800,591.0,200,16552.0,282,10123800,4.93,7172.0,1319.0,misc,16900.0,False,False,False
Kab. Bogor,79.0,2019-10-24,21900,35000,12833400,2631608,154833000,586.0,120,7070.0,460,10074000,4.89,2278.0,621.0,misc,16900.0,False,False,False
Denpasar,49.0,2024-03-09,45500,47990,26526500,13276129,84129500,583.0,291,1849.0,28,1274000,4.93,623.0,106.0,misc,12975.0,False,False,False
Palembang,57.0,2024-04-04,43800,45864,25404000,10800280,59436600,580.0,246,1357.0,7,306600,4.88,209.0,43.0,misc,18574.0,False,False,False
Jakarta Pusat,25.0,2024-03-27,29000,55000,16530000,12340781,70876000,570.0,425,2444.0,10459,303311000,4.87,591.0,806.0,misc,16950.0,False,False,True
Bekasi,77.0,2022-09-08,7900,9250,4503000,1014660,24727000,570.0,128,3130.0,43,339700,4.85,791.0,261.0,misc,31400.0,False,False,False
Medan,7.0,2021-06-07,17600,18360,10014400,9230773,363739200,569.0,524,20667.0,15610,274736000,4.82,2708.0,357.0,misc,6999.0,False,False,True
Surabaya,57.0,2020-05-17,12136,16400,6905384,2962798,154224288,569.0,244,12708.0,1731,21007416,4.9,5713.0,1055.0,misc,10900.0,False,False,False
Bandar Lampung,80.0,2019-01-21,47850,55000,27083100,5398096,366722400,566.0,112,7664.0,58,2775300,4.86,3013.0,682.0,misc,17450.0,False,False,False
Medan,89.0,2022-10-19,28500,0,16102500,1649443,37962000,565.0,57,1332.0,1136,32376000,4.84,441.0,31.0,Perawatan Wajah,7500.0,False,False,False
Medan,8.0,2023-07-09,30200,39000,17002600,15516399,222362600,563.0,513,7363.0,1154,34850800,4.75,3145.0,370.0,misc,6999.0,False,False,False
Kab. Tangerang,71.0,2023-07-27,3960,15000,2217600,633748,8708040,560.0,160,2199.0,20534,81314640,4.86,146.0,138.0,misc,8719.0,False,False,False
Kab. Tangerang,23.0,2022-08-04,5520,12000,3041520,2336909,59599440,551.0,423,10797.0,642,3543840,4.78,2827.0,2381.0,Perawatan Wajah,37000.0,False,False,False
Malang,-36.0,2023-07-19,30400,0,16628800,22764531,318531200,547.0,748,10478.0,533,16203200,4.8,3484.0,2751.0,misc,12999.0,False,False,False
Jakarta Utara,11.0,2020-05-26,15600,23400,8502000,7543074,390530400,545.0,483,25034.0,98,1528800,4.85,10602.0,4846.0,Perawatan Wajah,59000.0,False,False,False
Surabaya,42.0,2023-09-17,21400,120000,11598800,6650006,80228600,542.0,310,3749.0,228,4879200,4.83,1303.0,297.0,misc,10900.0,False,False,False
Semarang,36.0,2019-12-10,7200,0,3859200,2433388,139428000,536.0,337,19365.0,27742,199742400,4.78,5227.0,656.0,misc,9700.0,False,False,True
Tangerang,77.0,2023-12-22,4999,20000,2664467,599134,5333933,533.0,119,1067.0,8955,44766045,4.7,61.0,13.0,misc,9920.0,False,False,False
Jakarta Barat,47.0,2024-05-08,34500,70000,18319500,9670980,42159000,531.0,280,1222.0,131,4519500,4.9,231.0,1370.0,misc,11500.0,False,False,False
Makassar,72.0,2020-04-11,38000,0,20102000,5469414,291270000,529.0,143,7665.0,1068,40584000,4.83,3615.0,275.0,misc,19999.0,False,False,False
Tangerang,-0.0,2024-02-27,85500,134900,44887500,45049397,303610500,525.0,526,3551.0,9520,813960000,4.87,1568.0,688.0,misc,9920.0,False,True,True
Kab. Gresik,27.0,2024-04-18,14600,30000,7665000,5547357,27886000,525.0,379,1910.0,1975,28835000,4.91,660.0,125.0,misc,8429.5,False,False,False
Kab. Sidoarjo,43.0,2024-01-10,44650,47500,23351950,13291052,110240850,523.0,297,2469.0,9458,422299700,4.83,976.0,905.0,misc,16250.0,False,False,True
Depok,34.0,2024-05-01,24888,40800,12991536,8482790,38999496,522.0,340,1567.0,7346,182827248,4.86,583.0,883.0,Perawatan Wajah,23250.0,False,False,True
Banjarmasin,35.0,2024-04-13,25650,28500,13184100,8525863,44323200,514.0,332,1728.0,32,820800,4.82,684.0,186.0,misc,23677.5,False,False,False
Banjarmasin,42.0,2023-10-30,10000,0,5080000,2909055,30980000,508.0,290,3098.0,78,780000,4.81,1206.0,149.0,misc,23677.5,False,False,False
Surabaya,30.0,2022-10-11,18759,25350,9510813,6649267,154667955,507.0,354,8245.0,124,2326116,4.89,4165.0,1320.0,misc,10900.0,False,False,False
Kab. Bekasi,66.0,2023-08-07,89000,0,45034000,15035325,201407000,506.0,168,2263.0,3729,331881000,4.88,876.0,1012.0,misc,18399.0,False,False,True
Surabaya,42.0,2024-07-03,31796,36700,15929796,9092091,22988508,501.0,285,723.0,401,12750196,4.87,231.0,202.0,misc,10900.0,False,False,False
Jakarta Barat,-53.0,2022-11-29,29900,99000,14800500,22692379,491795200,495.0,758,16448.0,147,4395300,4.82,5689.0,11387.0,misc,11500.0,False,False,False
Palembang,90.0,2020-06-13,12800,0,6336000,615755,31526400,495.0,48,2463.0,150,1920000,4.85,741.0,122.0,misc,18574.0,False,False,False
Bandung,77.0,2021-10-27,13500,41500,6669000,1516553,52690500,494.0,112,3903.0,929,12541500,4.84,1025.0,383.0,misc,8650.0,False,False,False
Kab. Bekasi,66.0,2023-10-27,59900,119800,29530700,10040865,107820000,493.0,167,1800.0,846,50675400,4.95,696.0,1356.0,misc,18399.0,False,False,False
Tangerang,-26.0,2024-08-24,22000,35000,10780000,13600351,11440000,490.0,618,520.0,371,8162000,4.95,126.0,117.0,misc,9920.0,False,False,False
Jakarta Barat,34.0,2021-01-30,35000,105000,17045000,11144924,486360000,487.0,318,13896.0,2082,72870000,4.89,5516.0,1259.0,misc,11500.0,False,False,False
Jakarta Barat,-18.0,2024-02-08,45000,90000,21825000,25899094,190755000,485.0,575,4239.0,8,360000,4.89,1335.0,663.0,misc,11500.0,False,False,False
Jakarta Barat,-45.0,2022-04-18,23950,30200,11615750,16848830,489226650,485.0,703,20427.0,941,22536950,4.88,6874.0,4472.0,Perawatan Wajah,13250.0,False,False,False
Bekasi,14.0,2020-11-02,69500,104400,33360000,28363378,1320639000,480.0,408,19002.0,1178,81871000,4.93,4622.0,2563.0,misc,31400.0,False,False,False
Jakarta Utara,-18.0,2023-06-26,63900,81500,30160800,35776442,529028100,472.0,559,8279.0,1225,78277500,4.92,2753.0,1408.0,misc,23500.0,False,True,False
Surabaya,52.0,2023-10-02,32199,55000,15133530,7167565,82880226,470.0,222,2574.0,395,12718605,4.82,955.0,371.0,misc,10900.0,False,False,False
Semarang,55.0,2020-03-24,6496,0,3027136,1340412,72170560,466.0,206,11110.0,76,493696,4.92,2706.0,331.0,misc,9700.0,False,False,False
Yogyakarta,44.0,2024-02-06,31200,39000,14196000,7916217,58874400,455.0,253,1887.0,59,1840800,4.9,474.0,421.0,misc,50.0,False,False,False
Jakarta Pusat,36.0,2023-08-17,35999,0,16379545,10326414,134852254,455.0,286,3746.0,794,28583206,4.67,1536.0,165.0,misc,16950.0,False,False,False
Jakarta Selatan,-6.0,2021-09-20,50000,0,22700000,24065421,865550000,454.0,481,17311.0,304,15200000,4.89,9047.0,4262.0,misc,23237.5,False,False,False
Jakarta Barat,30.0,2024-07-12,11800,18000,5321800,3681811,8236400,451.0,312,698.0,30,354000,4.8,147.0,140.0,Perawatan Wajah,13250.0,False,False,False
Banjarmasin,38.0,2023-12-01,17050,0,7689550,4749411,45574650,451.0,278,2673.0,86,1466300,4.83,1044.0,87.0,misc,23677.5,False,False,False
Kab. Sragen,58.0,2020-01-17,24970,0,11261470,4624874,259288480,451.0,185,10384.0,202,5043940,4.89,4052.0,1189.0,misc,4567.0,False,False,False
Medan,39.0,2023-10-28,37240,38000,16497320,9974787,106767080,443.0,267,2867.0,104,3872960,4.89,1042.0,430.0,misc,6999.0,False,False,False
Palembang,83.0,2021-11-21,21600,0,9568800,1587669,53892000,443.0,73,2495.0,74,1598400,4.85,653.0,108.0,misc,18574.0,False,False,False
Depok,39.0,2024-04-05,17755,50000,7776690,4732697,25815770,438.0,266,1454.0,677,12020135,4.76,374.0,113.0,Perawatan Wajah,23250.0,False,False,False
Surabaya,-80.0,2020-10-26,29100,75000,12745800,22960339,1074022800,438.0,789,36908.0,156,4539600,4.92,15856.0,4172.0,misc,10900.0,False,False,False
Surabaya,36.0,2024-06-21,46502,99000,20321374,12864517,37666620,437.0,276,810.0,161,7486822,4.88,246.0,106.0,misc,10900.0,False,False,False
Banjarmasin,36.0,2024-06-19,46550,49000,20063050,12810201,38403750,431.0,275,825.0,29,1349950,4.87,363.0,100.0,misc,23677.5,False,False,False
Jakarta Utara,51.0,2023-01-20,23418,0,10069740,4887389,97606224,430.0,208,4168.0,1972,46180296,4.91,1216.0,202.0,misc,23500.0,False,False,False
Tasikmalaya,40.0,2024-07-26,33700,69000,14389900,8539363,15063900,427.0,253,447.0,14888,501725600,4.505000000000001,125.0,128.0,misc,30297.5,False,False,True
Surabaya,48.0,2023-11-21,17499,30000,7279584,3773541,37517856,416.0,215,2144.0,8868,155181132,4.79,345.0,134.0,Perawatan Wajah,21827.0,False,False,True
Medan,27.0,2023-07-15,24600,30000,10209000,7381896,104254800,415.0,300,4238.0,502,12349200,4.78,1854.0,223.0,Perawatan Wajah,7500.0,False,False,False
Pekanbaru,80.0,2019-07-30,62000,0,25730000,4990317,307644000,415.0,80,4962.0,783,48546000,4.87,2226.0,202.0,misc,41860.0,False,False,False
Kab. Sukoharjo,69.0,2022-02-12,28350,35150,11708550,3621406,113088150,413.0,127,3989.0,167,4734450,4.86,1248.0,175.0,misc,5603.0,False,False,False
Jakarta Timur,72.0,2022-04-19,10526,16500,4326186,1207964,35030528,411.0,114,3328.0,157,1652582,4.88,888.0,332.0,misc,36000.0,False,False,False
Kab. Sumedang,13.0,2021-03-21,6700,0,2720200,2340060,98141600,406.0,349,14648.0,1536,10291200,4.94,475.0,92.0,misc,3800.0,False,False,False
Banjarmasin,46.0,2021-07-26,26900,38500,10921400,5833991,220391700,406.0,216,8193.0,124,3335600,4.86,3462.0,497.0,misc,23677.5,False,False,False
Surabaya,45.0,2020-05-29,17945,24250,7249780,3951654,204196155,404.0,220,11379.0,63,1130535,4.91,5694.0,1643.0,misc,10900.0,False,False,False
Bekasi,52.0,2024-06-10,65300,85500,26315900,12625061,41726700,403.0,193,639.0,377,24618100,4.73,130.0,144.0,misc,31400.0,False,False,False
Jakarta Utara,32.0,2023-08-16,37485,44100,15106455,10192277,133484085,403.0,271,3561.0,149,5585265,4.84,1318.0,2138.0,misc,23500.0,False,False,False
Banjarmasin,74.0,2022-07-02,7463,9950,3007589,765056,20321749,403.0,102,2723.0,1013,7560019,4.85,1042.0,85.0,misc,23677.5,False,False,False
Makassar,89.0,2021-11-05,30000,38000,12060000,1312274,45240000,402.0,43,1508.0,69,2070000,4.81,616.0,85.0,misc,19999.0,False,False,False
Banjarmasin,50.0,2021-05-24,26900,38500,10813800,5361273,213532200,402.0,199,7938.0,76,2044400,4.87,3183.0,227.0,misc,23677.5,False,False,False
Kab. Tangerang,80.0,2022-06-08,22999,79999,9222599,1838050,50298813,401.0,79,2187.0,25977,597445023,4.84,1032.0,574.0,misc,8719.0,False,False,True
Cimahi,36.0,2022-12-30,6698,0,2685898,1715121,35398930,401.0,256,5285.0,557,3730786,4.87,440.0,34.0,misc,47950.0,False,False,False
Kab. Sukoharjo,62.0,2020-10-11,24000,0,9624000,3647927,172416000,401.0,151,7184.0,160,3840000,4.92,2177.0,744.0,misc,5603.0,False,False,False
Kab. Bekasi,80.0,2020-03-10,25000,31500,9925000,1974833,107225000,397.0,78,4289.0,27,675000,4.87,1539.0,974.0,misc,18399.0,False,False,False
Jakarta Barat,41.0,2024-02-14,46500,96000,18414000,10823987,77562000,396.0,232,1668.0,1626,75609000,4.88,473.0,177.0,Perawatan Wajah,13250.0,False,False,False
Makassar,-9.0,2021-05-27,35964,0,14025960,15425244,613150236,390.0,428,17049.0,1047,37654308,4.86,7873.0,890.0,misc,19999.0,False,False,False
Jakarta Barat,35.0,2024-07-31,35000,39000,13475000,8629873,14070000,385.0,246,402.0,3470,121450000,4.9,191.0,524.0,Perawatan Wajah,13250.0,False,False,False
Palembang,87.0,2021-05-04,69000,95000,26565000,3220262,130479000,385.0,46,1891.0,256,17664000,4.85,605.0,177.0,misc,18574.0,False,False,False
Banjarmasin,69.0,2021-08-24,23100,30000,8870400,2731686,100623600,384.0,118,4356.0,41,947100,4.87,2006.0,188.0,misc,23677.5,False,False,False
Tangerang Selatan,20.0,2024-07-14,70900,114000,27154700,21692813,46935800,383.0,305,662.0,248,17583200,4.9,194.0,62.0,misc,9998.0,False,False,False
Surabaya,26.0,2024-04-05,35000,100000,13405000,9896069,54110000,383.0,282,1546.0,283,9905000,4.9,610.0,405.0,misc,10900.0,False,False,False
Jakarta Barat,-47.0,2023-12-22,17990,25000,6872180,10111934,89985980,382.0,562,5002.0,1303,23440970,4.83,967.0,296.0,misc,11500.0,False,False,False
Jakarta Barat,52.0,2024-05-13,44999,82000,17189618,8082940,33929246,382.0,179,754.0,1863,83833137,4.82,244.0,99.0,misc,11500.0,False,False,False
Pekanbaru,30.0,2024-03-05,50990,82000,19376200,13522314,87447850,380.0,265,1715.0,33,1682670,4.88,749.0,150.0,misc,41860.0,False,False,False
Surabaya,57.0,2021-07-21,21490,28400,8123220,3456685,131131980,378.0,160,6102.0,20,429800,4.87,1950.0,616.0,misc,10900.0,False,False,False
Jakarta Pusat,83.0,2022-06-25,53900,67500,20212500,3357282,90013000,375.0,62,1670.0,67,3611300,4.89,321.0,612.0,Perawatan Wajah,27000.0,False,False,False
Kab. Rembang,30.0,2021-10-06,34484,38000,12621144,8832452,312976784,366.0,256,9076.0,283,9758972,4.82,1540.0,553.0,misc,4217.0,False,False,False
Kab. Tangerang,68.0,2018-04-05,48700,70100,18116400,5667596,439079200,372.0,116,9016.0,180,8766000,4.93,3718.0,2444.0,misc,8719.0,False,False,False
Bekasi,94.0,2023-02-18,26800,0,9862400,569752,10854000,368.0,21,405.0,95,2546000,4.92,91.0,16.0,misc,31400.0,False,False,False
Jakarta Barat,-12.0,2023-04-13,15999,89000,5791638,6515633,112040997,362.0,407,7003.0,850,13599150,4.89,1487.0,605.0,misc,11500.0,False,False,False
Jakarta Selatan,-51.0,2020-05-02,27500,29000,9955000,15048153,791120000,362.0,547,28768.0,12857,353567500,4.9,6470.0,1539.0,misc,23237.5,False,False,True
Kab. Banyuwangi,52.0,2019-10-29,24992,28400,8672224,4157704,243971904,347.0,166,9762.0,626,15644992,4.88,3501.0,770.0,misc,10250.0,False,False,False
Kab. Tangerang,5.0,2024-04-05,50500,95000,18129500,17219636,94233000,359.0,340,1866.0,187,9443500,4.94,544.0,978.0,misc,8719.0,False,False,False
Kab. Tangerang,-33.0,2023-01-13,34700,47800,12387900,16567693,334577400,357.0,477,9642.0,335,11624500,4.91,3771.0,1548.0,misc,8719.0,False,False,False
Jakarta Utara,24.0,2020-08-27,31750,45000,11334750,8597479,418973000,357.0,270,13196.0,11419,362553250,4.88,959.0,300.0,misc,23500.0,False,False,True
Bandar Lampung,82.0,2019-10-23,21800,28400,7760800,1366758,80463800,356.0,62,3691.0,902,19663600,4.85,1253.0,249.0,misc,17450.0,False,False,False
Palembang,63.0,2023-03-25,22950,45000,8078400,2933378,52257150,352.0,127,2277.0,3725,85488750,4.82,726.0,86.0,misc,18574.0,False,False,False
Kab. Bogor,-47.0,2021-03-12,12920,15200,4547840,6687551,282431200,352.0,517,21860.0,204,2635680,4.9,7057.0,1568.0,misc,16900.0,False,False,False
Jakarta Barat,48.0,2023-11-28,14000,14500,4914000,2532714,24570000,351.0,180,1755.0,8,112000,4.87,454.0,438.0,Perawatan Wajah,13250.0,False,False,False
Kab. Sukoharjo,8.0,2020-11-07,7000,0,2457000,2245193,104174000,351.0,320,14882.0,514,3598000,4.9,5103.0,332.0,misc,5603.0,False,False,False
Jakarta Barat,3.0,2021-01-16,16500,34000,5775000,5574812,245817000,350.0,337,14898.0,352,5808000,4.88,5849.0,1096.0,misc,11500.0,False,False,False
Jakarta Barat,3.0,2022-04-25,36900,105000,12804300,12301765,354350700,347.0,333,9603.0,333,12287700,4.91,3157.0,504.0,misc,11500.0,False,False,False
Kab. Bekasi,14.0,2019-07-02,52700,0,17549100,14961023,936162800,333.0,283,17764.0,1897,99971900,4.93,6156.0,1664.0,misc,18399.0,False,False,False
Palembang,30.0,2024-02-16,50000,0,16700000,11679488,82900000,334.0,233,1658.0,201,10050000,4.9,582.0,224.0,misc,18574.0,False,False,False
Semarang,75.0,2021-03-18,29900,0,9956700,2485064,104470600,333.0,83,3494.0,325,9717500,4.88,1059.0,314.0,misc,9700.0,False,False,False
Semarang,60.0,2022-06-28,20181,50000,6700092,2640180,70532595,332.0,130,3495.0,449,9061269,4.77,1007.0,212.0,misc,9700.0,False,False,False
Bandar Lampung,54.0,2021-11-04,7200,0,2368800,1067263,36820800,329.0,148,5114.0,163,1173600,4.78,1361.0,50.0,misc,17450.0,False,False,False
Surabaya,24.0,2021-06-11,79995,121129,26558340,20179181,792350475,332.0,252,9905.0,9947,795710265,4.82,3048.0,1100.0,misc,10900.0,False,False,True
Depok,23.0,2024-07-26,7000,25000,2401000,1832942,3262000,343.0,261,466.0,810,5670000,4.88,116.0,18.0,Perawatan Wajah,23250.0,False,False,False
Surabaya,64.0,2022-05-05,14871,20000,4907430,1744994,49654269,330.0,117,3339.0,397,5903787,4.85,1283.0,204.0,misc,10900.0,False,False,False
Kab. Karanganyar,49.0,2020-09-10,24970,0,8215130,4130761,199510300,329.0,165,7990.0,385,9613450,4.9,3070.0,1006.0,misc,26660.0,False,False,False
Jakarta Barat,29.0,2023-09-02,30500,66000,10004000,7068694,88816000,328.0,231,2912.0,355,10827500,4.9,959.0,793.0,misc,11500.0,False,False,False
Jakarta Timur,36.0,2022-10-21,18990,21100,6209730,3966688,91000080,327.0,208,4792.0,135,2563650,4.84,2308.0,966.0,misc,36000.0,False,False,False
Samarinda,39.0,2024-02-29,46550,49000,15175300,9255682,61771850,326.0,198,1327.0,449,20900950,4.91,519.0,165.0,misc,46550.0,False,False,False
Banjarmasin,72.0,2021-05-10,26950,38500,8785700,2425377,97747650,326.0,89,3627.0,108,2910600,4.89,1803.0,243.0,misc,23677.5,False,False,False
Surakarta (Solo),88.0,2017-12-07,31500,0,10395000,1193432,97146000,330.0,37,3084.0,27,850500,4.92,1192.0,383.0,misc,26980.0,False,False,False
Semarang,64.0,2024-01-15,20181,50000,6518463,2304110,18748149,323.0,114,929.0,783,15801723,4.83,270.0,59.0,misc,9700.0,False,False,False
Surabaya,53.0,2020-12-08,43436,62000,13942956,6436283,291976792,321.0,148,6722.0,813,35313468,4.9,2889.0,708.0,misc,10900.0,False,False,False
Tangerang Selatan,-5.0,2020-06-27,69900,81500,22368000,23645943,1199693700,320.0,338,17163.0,4793,335030700,4.92,5924.0,2707.0,misc,9998.0,False,False,True
Surabaya,22.0,2017-11-30,26000,0,8268000,6408936,523198000,318.0,246,20123.0,18041,469066000,4.9,5995.0,809.0,Perawatan Kulit,15700.0,False,False,True
Jakarta Barat,48.0,2023-11-03,599,998,191680,99554,1048849,320.0,166,1751.0,12337,7389863,4.89,101.0,63.0,misc,11500.0,False,False,False
Jakarta Barat,18.0,2024-02-04,26999,49000,8504685,6917889,51838080,315.0,256,1920.0,110,2969890,4.89,534.0,181.0,Perawatan Wajah,13250.0,False,False,False
Kab. Bogor,66.0,2023-05-25,27000,0,8478000,2867602,45360000,314.0,106,1680.0,1,27000,4.67,224.0,81.0,misc,16900.0,False,False,False
Bandung,-67.0,2019-01-24,18900,19500,5915700,9901374,671724900,313.0,523,35541.0,79,1493100,4.85,12260.0,3542.0,misc,8650.0,False,False,False
Surabaya,87.0,2019-08-10,31279,0,9821606,1182216,72473443,314.0,37,2317.0,350,10947650,4.83,853.0,145.0,misc,10900.0,False,False,False
Jakarta Barat,-72.0,2024-05-04,25080,0,7799880,13451544,60467880,311.0,536,2411.0,1012,25380960,4.93,775.0,373.0,misc,11500.0,False,False,False
Kab. Jember,48.0,2019-06-11,7250,10000,2254750,1165582,73732500,311.0,160,10170.0,191,1384750,4.86,2940.0,520.0,misc,10250.0,False,False,False
Jakarta Barat,-1.0,2019-04-30,29000,31500,8990000,9148897,591484000,310.0,315,20396.0,425,12325000,4.92,7388.0,2016.0,misc,11500.0,False,False,False
Palembang,67.0,2020-11-25,8312,8395,2560096,837678,38376504,308.0,100,4617.0,145,1205240,4.84,1316.0,101.0,misc,18574.0,False,False,False
Bandar Lampung,24.0,2024-07-15,47400,100000,14551800,11001931,23510400,307.0,232,496.0,32,1516800,4.84,133.0,46.0,misc,17450.0,False,False,False
Tangerang,2.0,2022-10-04,4980,0,1503960,1466933,34471560,302.0,294,6922.0,47,234060,4.79,236.0,74.0,misc,9920.0,False,False,False
Jakarta Barat,12.0,2023-10-03,26900,80000,8096900,7098344,81856700,301.0,263,3043.0,523,14068700,4.9,1224.0,305.0,misc,11500.0,False,False,False
Kab. Sidoarjo,60.0,2018-02-20,6424,7300,1933624,759372,59968040,301.0,118,9335.0,218,1400432,4.86,3312.0,521.0,misc,16250.0,False,False,False
Palembang,19.0,2024-02-13,47197,0,14159100,11444165,82311568,300.0,242,1744.0,508,23976076,4.88,617.0,180.0,Perawatan Wajah,33700.0,False,False,False
Jakarta Barat,26.0,2024-08-01,55000,60000,16500000,12070167,19360000,300.0,219,352.0,11573,636515000,4.87,145.0,127.0,Perawatan Wajah,13250.0,False,False,True
Kab. Sidoarjo,-51.0,2024-04-23,67900,70000,19419400,29433595,143608500,286.0,433,2115.0,856,58122400,4.75,204.0,65.0,misc,16250.0,False,False,False
Banjarmasin,19.0,2023-10-18,24255,31500,7276500,5824795,64275750,300.0,240,2650.0,47,1139985,4.87,1340.0,189.0,misc,23677.5,False,False,False
Surabaya,-20.0,2019-11-20,15800,20000,4740000,5692537,329935600,300.0,360,20882.0,96,1516800,4.91,10092.0,1953.0,misc,10900.0,False,False,False
Jakarta Utara,-99.0,2023-06-23,61840,77300,18490160,36970028,549943120,299.0,597,8893.0,15263,943863920,4.88,4106.0,6371.0,misc,23500.0,False,True,True
Jakarta Barat,21.0,2022-10-27,17500,30000,5232500,4112948,93555000,299.0,235,5346.0,181,3167500,4.9,2344.0,376.0,misc,11500.0,False,False,False
Jakarta Barat,-25.0,2022-04-01,43999,47500,13155701,16529937,489356878,299.0,375,11122.0,799,35155201,4.91,3754.0,1441.0,misc,11500.0,False,False,False
Surabaya,61.0,2020-05-28,11322,15300,3373956,1289058,66663936,298.0,113,5888.0,24,271728,4.9,2604.0,1228.0,misc,10900.0,False,False,False
Surabaya,-51.0,2023-10-19,17499,30000,5162205,7839844,86217573,295.0,448,4927.0,8868,155181132,4.81,905.0,279.0,misc,10900.0,False,False,True
Kab. Bekasi,52.0,2024-07-03,27500,0,8112500,3865200,9817500,295.0,140,357.0,34,935000,4.74,101.0,26.0,misc,18399.0,False,False,False
Jakarta Utara,48.0,2023-08-16,37485,44100,10983105,5672673,74295270,293.0,151,1982.0,836,31337460,4.85,710.0,995.0,misc,23500.0,False,False,False
Medan,-21.0,2024-08-23,47900,0,13891000,16934457,14657400,290.0,353,306.0,24,1149600,4.92,110.0,19.0,misc,6999.0,False,False,False
Jakarta Barat,47.0,2023-09-09,5522,0,1590336,840290,10364794,288.0,152,1877.0,838,4627436,4.74,475.0,227.0,Perawatan Wajah,13250.0,False,False,False
Makassar,3.0,2024-06-15,47000,54050,13489000,13070151,41031000,287.0,278,873.0,7,329000,4.82,345.0,48.0,misc,19999.0,False,False,False
Tangerang,-15.0,2024-08-22,30400,34900,8724800,10067267,9089600,287.0,331,299.0,48,1459200,4.92,107.0,58.0,misc,9920.0,False,False,False
Banjarmasin,14.0,2024-01-05,44100,49000,12612600,10812068,91551600,286.0,245,2076.0,29,1278900,4.88,863.0,220.0,misc,23677.5,False,False,False
Jakarta Utara,78.0,2023-10-20,6400,0,1830400,401480,4403200,286.0,62,688.0,18246,116774400,4.87,106.0,25.0,misc,23500.0,False,False,False
Jakarta Selatan,26.0,2023-11-11,59400,66000,16988400,12499243,128363400,286.0,210,2161.0,8759,520284600,4.9,1077.0,799.0,misc,23237.5,False,False,True
Bandar Lampung,80.0,2019-10-23,12900,16800,3689400,710385,41821800,286.0,55,3242.0,814,10500600,4.84,1229.0,201.0,misc,17450.0,False,False,False
Pekanbaru,20.0,2024-07-25,49900,104000,14171600,11227324,20209500,284.0,224,405.0,417,20808300,4.9,125.0,33.0,misc,41860.0,False,False,False
Jakarta Utara,42.0,2022-05-28,13500,29999,3834000,2202379,61006500,284.0,163,4519.0,5819,78556500,4.58,1595.0,1974.0,misc,23500.0,False,False,False
Jakarta Timur,29.0,2024-07-26,16500,60000,4653000,3268093,5791500,282.0,198,351.0,661,10906500,4.83,71.0,42.0,misc,36000.0,False,False,False
Depok,-12.0,2023-10-26,20250,40000,5710500,6444719,69538500,282.0,318,3434.0,120,2430000,4.88,1077.0,347.0,misc,17500.0,False,False,False
Jakarta Barat,-20.0,2021-11-10,23500,36000,6603500,7924580,271848000,281.0,337,11568.0,1090,25615000,4.89,4012.0,516.0,misc,11500.0,False,False,False
Kab. Bekasi,62.0,2019-10-31,78000,137500,21918000,8246261,483522000,281.0,105,6199.0,2456,191568000,4.9,2269.0,1722.0,misc,18399.0,False,False,True
Semarang,46.0,2020-11-20,20799,25999,5802921,3081087,141641190,279.0,148,6810.0,1603,33340797,4.85,2492.0,797.0,misc,9700.0,False,False,False
Kab. Bekasi,85.0,2022-12-16,15000,89000,4170000,624895,13185000,278.0,41,879.0,298,4470000,4.89,321.0,409.0,misc,18399.0,False,False,False
Jakarta Barat,29.0,2022-10-12,53000,145000,14734000,10414373,241945000,278.0,196,4565.0,2368,125504000,4.88,1700.0,199.0,misc,11500.0,False,False,False
Jakarta Barat,32.0,2024-04-03,45350,99900,12743350,8583995,47526800,281.0,189,1048.0,717,32515950,4.84,341.0,118.0,Perawatan Wajah,13250.0,False,False,False
Semarang,24.0,2020-01-22,27913,0,7731901,5800910,324321147,277.0,207,11619.0,125,3489125,4.9,4773.0,756.0,misc,9700.0,False,False,False
Bandung,74.0,2020-07-01,24605,30000,6815585,1705483,86289735,277.0,69,3507.0,57,1402485,4.86,1446.0,291.0,misc,8650.0,False,False,False
Banjarmasin,40.0,2022-04-08,47740,62000,13176240,7858530,230679680,276.0,164,4832.0,55,2625700,4.89,2228.0,261.0,misc,23677.5,False,False,False
Kab. Lamongan,7.0,2024-07-11,33900,0,8610600,7995545,18204300,254.0,235,537.0,765,25933500,4.83,76.0,90.0,misc,24750.0,False,False,False
Jakarta Barat,-5.0,2023-11-21,89000,94000,24297000,25721250,255252000,273.0,289,2868.0,1593,141777000,4.95,784.0,366.0,misc,11500.0,False,False,True
Pekanbaru,28.0,2024-02-08,47900,96000,12980900,9252704,68161700,271.0,193,1423.0,110,5269000,4.83,634.0,102.0,misc,41860.0,False,False,False
Jakarta Selatan,-26.0,2022-04-20,28000,35500,7560000,9576382,277396000,270.0,342,9907.0,2313,64764000,4.87,3297.0,13550.0,misc,23237.5,False,False,False
Banjarmasin,35.0,2023-08-16,66640,68000,17726240,11493542,150473120,266.0,172,2258.0,70,4664800,4.89,1025.0,514.0,misc,23677.5,False,False,False
